Income,Savings,Expenses,Saving Percentage,Expense Percentage,Expense Category,Expense Category Numeric,Predicted Expense Category Numeric
166229,54582,111647,32.83542583,67.16457417,Healthcare,2,0
144820,52552,92268,36.28780555,63.71219445,Healthcare,2,2
10094,2831,7263,28.04636418,71.95363582,Housing,3,3
89076,45899,43177,51.52790875,48.47209125,Transportation,4,4
47886,18732,29154,39.11790502,60.88209498,Food,1,1
73795,43721,30074,59.24656142,40.75343858,Transportation,4,4
219687,46914,172773,21.35492769,78.64507231,Entertainment,0,0
85051,44076,40975,51.82302383,48.17697617,Transportation,4,4
24929,12693,12236,50.91660315,49.08339685,Housing,3,3
244265,55541,188724,22.73800995,77.26199005,Entertainment,0,0
246455,30154,216301,12.23509363,87.76490637,Entertainment,0,0
113289,37843,75446,33.40394919,66.59605081,Transportation,4,2
39604,1297,38307,3.274921725,96.72507827,Food,1,1
28802,1663,27139,5.77390459,94.22609541,Housing,3,1
19958,11551,8407,57.87654074,42.12345926,Housing,3,3
18108,3834,14274,21.17296223,78.82703777,Housing,3,3
199581,59275,140306,29.69972092,70.30027908,Entertainment,0,0
16916,3370,13546,19.92196737,80.07803263,Housing,3,3
30117,15605,14512,51.81458977,48.18541023,Food,1,1
13118,4036,9082,30.7668852,69.2331148,Housing,3,3
14134,6781,7353,47.97651054,52.02348946,Housing,3,3
44704,3772,40932,8.437723694,91.56227631,Food,1,4
241631,23345,218286,9.661425893,90.33857411,Entertainment,0,0
24247,10039,14208,41.40306017,58.59693983,Housing,3,3
225512,3491,222021,1.548032921,98.45196708,Entertainment,0,0
176886,49420,127466,27.9388985,72.0611015,Healthcare,2,0
236284,68623,167661,29.04259281,70.95740719,Entertainment,0,0
24480,6322,18158,25.8251634,74.1748366,Housing,3,3
245100,67553,177547,27.56140351,72.43859649,Entertainment,0,0
43076,7756,35320,18.00538583,81.99461417,Food,1,1
175749,26923,148826,15.31900608,84.68099392,Healthcare,2,0
72387,23673,48714,32.70338597,67.29661403,Transportation,4,4
27278,1669,25609,6.11848376,93.88151624,Housing,3,1
20281,11662,8619,57.50209556,42.49790444,Housing,3,3
14973,7245,7728,48.38709677,51.61290323,Housing,3,3
94908,41582,53326,43.8129557,56.1870443,Transportation,4,4
78287,7012,71275,8.956787206,91.04321279,Transportation,4,4
55007,668,54339,1.214390896,98.7856091,Food,1,4
126983,33168,93815,26.12003182,73.87996818,Healthcare,2,2
242321,23578,218743,9.730068793,90.26993121,Entertainment,0,0
43895,8575,35320,19.53525458,80.46474542,Food,1,1
116716,14176,102540,12.14572124,87.85427876,Transportation,4,2
121012,25587,95425,21.14418405,78.85581595,Healthcare,2,2
17501,9281,8220,53.03125536,46.96874464,Housing,3,3
27576,3358,24218,12.17725558,87.82274442,Housing,3,1
51285,16504,34781,32.1809496,67.8190504,Food,1,4
172614,13291,159323,7.699838947,92.30016105,Healthcare,2,0
15571,2741,12830,17.60323679,82.39676321,Housing,3,3
30125,3361,26764,11.15684647,88.84315353,Food,1,1
104048,9303,94745,8.941065662,91.05893434,Transportation,4,2
80815,27228,53587,33.69176514,66.30823486,Transportation,4,4
46326,513,45813,1.107369512,98.89263049,Food,1,4
172379,59852,112527,34.72116673,65.27883327,Healthcare,2,0
46488,22297,24191,47.96291516,52.03708484,Food,1,1
30555,18186,12369,59.51890034,40.48109966,Food,1,1
192541,57793,134748,30.01594466,69.98405534,Entertainment,0,0
110774,40411,70363,36.48058209,63.51941791,Transportation,4,2
169485,45510,123975,26.8519338,73.1480662,Healthcare,2,0
57254,8043,49211,14.04792678,85.95207322,Food,1,4
16428,3166,13262,19.27197468,80.72802532,Housing,3,3
59084,31701,27383,53.65411956,46.34588044,Food,1,4
16563,7243,9320,43.7300006,56.2699994,Housing,3,3
27041,9575,17466,35.40919345,64.59080655,Housing,3,1
224134,26601,197533,11.86834661,88.13165339,Entertainment,0,0
96044,34213,61831,35.62221482,64.37778518,Transportation,4,4
155772,64737,91035,41.55881673,58.44118327,Healthcare,2,0
33823,15145,18678,44.7772226,55.2227774,Food,1,1
100538,24289,76249,24.15902445,75.84097555,Transportation,4,2
208973,23891,185082,11.43257741,88.56742259,Entertainment,0,0
38468,16402,22066,42.63803681,57.36196319,Food,1,1
15879,1230,14649,7.746079728,92.25392027,Housing,3,3
105695,41018,64677,38.80789063,61.19210937,Transportation,4,4
249904,54005,195899,21.61029835,78.38970165,Entertainment,0,0
156819,7626,149193,4.86293115,95.13706885,Healthcare,2,0
245714,59169,186545,24.08043498,75.91956502,Entertainment,0,0
24257,4642,19615,19.13674403,80.86325597,Housing,3,3
122861,11248,111613,9.155061411,90.84493859,Healthcare,2,2
221411,60018,161393,27.1070543,72.8929457,Entertainment,0,0
96903,20661,76242,21.32132132,78.67867868,Transportation,4,4
29597,3598,25999,12.1566375,87.8433625,Housing,3,1
88529,34739,53790,39.24024896,60.75975104,Transportation,4,4
174999,5129,169870,2.930873891,97.06912611,Healthcare,2,0
14872,3931,10941,26.43222162,73.56777838,Housing,3,3
49158,20540,28618,41.78363644,58.21636356,Food,1,1
29218,10285,18933,35.20090355,64.79909645,Housing,3,1
53294,8432,44862,15.82166848,84.17833152,Food,1,4
117446,53418,64028,45.4830305,54.5169695,Transportation,4,4
18081,341,17740,1.885957635,98.11404236,Housing,3,3
210727,22147,188580,10.50980653,89.49019347,Entertainment,0,0
14401,2329,12072,16.17248802,83.82751198,Housing,3,3
214065,67691,146374,31.62170369,68.37829631,Entertainment,0,0
133615,25982,107633,19.44542155,80.55457845,Healthcare,2,2
28545,282,28263,0.98791382,99.01208618,Housing,3,1
242556,7761,234795,3.199673477,96.80032652,Entertainment,0,0
162088,49490,112598,30.532797,69.467203,Healthcare,2,0
105370,57925,47445,54.97295245,45.02704755,Transportation,4,4
59831,9726,50105,16.25578713,83.74421287,Food,1,4
22255,7790,14465,35.00337003,64.99662997,Housing,3,3
52954,19184,33770,36.2276693,63.7723307,Food,1,4
19888,7248,12640,36.44408689,63.55591311,Housing,3,3
227388,45582,181806,20.04591271,79.95408729,Entertainment,0,0
239960,368,239592,0.153358893,99.84664111,Entertainment,0,0
168032,17529,150503,10.43194153,89.56805847,Healthcare,2,0
10851,5851,5000,53.92129758,46.07870242,Housing,3,3
125910,21259,104651,16.88428242,83.11571758,Healthcare,2,2
47291,6616,40675,13.98997695,86.01002305,Food,1,4
10109,2466,7643,24.39410426,75.60589574,Housing,3,3
19846,4162,15684,20.9714804,79.0285196,Housing,3,3
228770,64248,164522,28.08410194,71.91589806,Entertainment,0,0
76810,16140,60670,21.01288895,78.98711105,Transportation,4,4
56087,3694,52393,6.586196445,93.41380356,Food,1,4
45712,8601,37111,18.81562828,81.18437172,Food,1,1
218234,56854,161380,26.0518526,73.9481474,Entertainment,0,0
124727,14752,109975,11.82743111,88.17256889,Healthcare,2,2
87156,42985,44171,49.31961081,50.68038919,Transportation,4,4
29076,5214,23862,17.93231531,82.06768469,Housing,3,1
102800,7356,95444,7.155642023,92.84435798,Transportation,4,2
216812,14644,202168,6.754238695,93.2457613,Entertainment,0,0
118817,34584,84233,29.10694598,70.89305402,Transportation,4,2
50999,23592,27407,46.25973058,53.74026942,Food,1,4
243315,27458,215857,11.28495983,88.71504017,Entertainment,0,0
148009,54921,93088,37.10652731,62.89347269,Healthcare,2,2
143790,23569,120221,16.39126504,83.60873496,Healthcare,2,2
23082,7686,15396,33.29867429,66.70132571,Housing,3,3
187671,6774,180897,3.609508129,96.39049187,Entertainment,0,0
41388,12305,29083,29.73083986,70.26916014,Food,1,1
68740,35682,33058,51.90864126,48.09135874,Transportation,4,4
82644,45784,36860,55.39906103,44.60093897,Transportation,4,4
192349,7810,184539,4.060327842,95.93967216,Entertainment,0,0
67349,8090,59259,12.0120566,87.9879434,Transportation,4,4
203315,61790,141525,30.39126479,69.60873521,Entertainment,0,0
234573,56524,178049,24.0965499,75.9034501,Entertainment,0,0
43849,18992,24857,43.31227622,56.68772378,Food,1,1
125344,21012,104332,16.76346694,83.23653306,Healthcare,2,2
36920,6612,30308,17.90899242,82.09100758,Food,1,1
213656,27449,186207,12.84728723,87.15271277,Entertainment,0,0
19920,6551,13369,32.88654618,67.11345382,Housing,3,3
70221,35922,34299,51.1556372,48.8443628,Transportation,4,4
150550,15078,135472,10.01527732,89.98472268,Healthcare,2,0
182191,65443,116748,35.91999605,64.08000395,Entertainment,0,0
141031,41728,99303,29.58782112,70.41217888,Healthcare,2,2
180644,16808,163836,9.304488386,90.69551161,Entertainment,0,0
64870,5699,59171,8.785262833,91.21473717,Transportation,4,4
66754,21048,45706,31.53069479,68.46930521,Transportation,4,4
223966,14935,209031,6.668422886,93.33157711,Entertainment,0,0
57958,9126,48832,15.74588495,84.25411505,Food,1,4
29699,15232,14467,51.28792215,48.71207785,Housing,3,1
248767,45639,203128,18.34608288,81.65391712,Entertainment,0,0
237825,10666,227159,4.48481026,95.51518974,Entertainment,0,0
129221,68683,60538,53.15157753,46.84842247,Healthcare,2,4
52511,26943,25568,51.30924949,48.69075051,Food,1,4
147099,55228,91871,37.54478277,62.45521723,Healthcare,2,2
57646,18090,39556,31.38118863,68.61881137,Food,1,4
184239,53527,130712,29.05302352,70.94697648,Entertainment,0,0
72189,3885,68304,5.381706354,94.61829365,Transportation,4,4
21590,4773,16817,22.10745716,77.89254284,Housing,3,3
13188,4583,8605,34.75128905,65.24871095,Housing,3,3
135884,11827,124057,8.703747314,91.29625269,Healthcare,2,2
113996,7434,106562,6.521281448,93.47871855,Transportation,4,2
110138,61195,48943,55.56211299,44.43788701,Transportation,4,4
28651,7075,21576,24.69372797,75.30627203,Housing,3,1
24397,1158,23239,4.746485224,95.25351478,Housing,3,3
21711,8942,12769,41.18649532,58.81350468,Housing,3,3
27484,16170,11314,58.83423083,41.16576917,Housing,3,1
13393,2567,10826,19.16672889,80.83327111,Housing,3,3
85263,935,84328,1.096606969,98.90339303,Transportation,4,4
29337,16856,12481,57.45645431,42.54354569,Housing,3,1
74978,20333,54645,27.11862146,72.88137854,Transportation,4,4
71491,27400,44091,38.32650264,61.67349736,Transportation,4,4
239575,23266,216309,9.711363874,90.28863613,Entertainment,0,0
48010,26476,21534,55.14684441,44.85315559,Food,1,1
127803,20258,107545,15.85095812,84.14904188,Healthcare,2,2
136157,69764,66393,51.23790918,48.76209082,Healthcare,2,4
128172,29956,98216,23.37171925,76.62828075,Healthcare,2,2
63312,8735,54577,13.79675259,86.20324741,Transportation,4,4
139809,5323,134486,3.807337153,96.19266285,Healthcare,2,2
32811,14798,18013,45.10072841,54.89927159,Food,1,1
107968,18189,89779,16.84665827,83.15334173,Transportation,4,2
39739,23516,16223,59.17612421,40.82387579,Food,1,1
18978,3968,15010,20.90842028,79.09157972,Housing,3,3
33276,16895,16381,50.7723284,49.2276716,Food,1,1
46532,27430,19102,58.94868048,41.05131952,Food,1,1
24551,5805,18746,23.64465806,76.35534194,Housing,3,3
173252,9650,163602,5.569921271,94.43007873,Healthcare,2,0
177398,4412,172986,2.487062988,97.51293701,Healthcare,2,0
243506,9202,234304,3.778962325,96.22103767,Entertainment,0,0
42224,17296,24928,40.96248579,59.03751421,Food,1,1
145415,32950,112465,22.65928549,77.34071451,Healthcare,2,2
79494,23148,56346,29.11917881,70.88082119,Transportation,4,4
45235,15390,29845,34.02232784,65.97767216,Food,1,1
28578,12542,16036,43.88690601,56.11309399,Housing,3,1
50475,12453,38022,24.67161961,75.32838039,Food,1,4
114876,66180,48696,57.60994464,42.39005536,Transportation,4,4
122418,37765,84653,30.84922152,69.15077848,Healthcare,2,2
245271,23708,221563,9.666042867,90.33395713,Entertainment,0,0
156694,11405,145289,7.278517365,92.72148263,Healthcare,2,0
177556,25679,151877,14.46247944,85.53752056,Healthcare,2,0
99066,54228,44838,54.73926473,45.26073527,Transportation,4,4
173934,17495,156439,10.05841296,89.94158704,Healthcare,2,0
220409,38288,182121,17.37134146,82.62865854,Entertainment,0,0
31231,18465,12766,59.12394736,40.87605264,Food,1,1
142727,15790,126937,11.06307846,88.93692154,Healthcare,2,2
131240,24875,106365,18.95382505,81.04617495,Healthcare,2,2
22154,7772,14382,35.08170082,64.91829918,Housing,3,3
233881,50517,183364,21.59944587,78.40055413,Entertainment,0,0
14864,8120,6744,54.62863294,45.37136706,Housing,3,3
94599,16755,77844,17.71160372,82.28839628,Transportation,4,4
80496,43293,37203,53.78279666,46.21720334,Transportation,4,4
21490,458,21032,2.131223825,97.86877617,Housing,3,3
67801,36827,30974,54.31630802,45.68369198,Transportation,4,4
41932,19746,22186,47.09052752,52.90947248,Food,1,1
231805,26069,205736,11.24609046,88.75390954,Entertainment,0,0
84530,3307,81223,3.912220513,96.08777949,Transportation,4,4
69564,26225,43339,37.69909723,62.30090277,Transportation,4,4
85727,2918,82809,3.403828432,96.59617157,Transportation,4,4
49422,862,48560,1.744162519,98.25583748,Food,1,4
38453,15544,22909,40.42337399,59.57662601,Food,1,1
180512,15891,164621,8.803292856,91.19670714,Entertainment,0,0
135556,57108,78448,42.12871433,57.87128567,Healthcare,2,2
77079,13863,63216,17.98544351,82.01455649,Transportation,4,4
39417,11089,28328,28.13253165,71.86746835,Food,1,1
20843,10124,10719,48.57266228,51.42733772,Housing,3,3
244626,42846,201780,17.5149003,82.4850997,Entertainment,0,0
26563,4650,21913,17.50555284,82.49444716,Housing,3,1
200116,46777,153339,23.37494253,76.62505747,Entertainment,0,0
117499,17034,100465,14.49714466,85.50285534,Transportation,4,2
217802,64925,152877,29.80918449,70.19081551,Entertainment,0,0
45837,3148,42689,6.867814211,93.13218579,Food,1,4
38055,3886,34169,10.21153593,89.78846407,Food,1,1
238050,68186,169864,28.64356228,71.35643772,Entertainment,0,0
142777,25841,116936,18.09885346,81.90114654,Healthcare,2,2
20369,5981,14388,29.36324807,70.63675193,Housing,3,3
222872,18738,204134,8.407516422,91.59248358,Entertainment,0,0
221582,13840,207742,6.245994711,93.75400529,Entertainment,0,0
60529,28560,31969,47.18399445,52.81600555,Transportation,4,4
93786,4946,88840,5.273708229,94.72629177,Transportation,4,4
175785,36103,139682,20.53815741,79.46184259,Healthcare,2,0
98117,52171,45946,53.17223315,46.82776685,Transportation,4,4
213630,67916,145714,31.79141506,68.20858494,Entertainment,0,0
31760,15433,16327,48.59256927,51.40743073,Food,1,1
47597,25571,22026,53.7239742,46.2760258,Food,1,1
104581,2134,102447,2.040523613,97.95947639,Transportation,4,2
45732,23646,22086,51.70558908,48.29441092,Food,1,1
196060,40345,155715,20.57788432,79.42211568,Entertainment,0,0
163808,1251,162557,0.763698965,99.23630104,Healthcare,2,0
175276,9276,166000,5.292224834,94.70777517,Healthcare,2,0
166865,11581,155284,6.940340994,93.05965901,Healthcare,2,0
96790,53638,43152,55.41688191,44.58311809,Transportation,4,4
232652,51284,181368,22.04322336,77.95677664,Entertainment,0,0
171472,6335,165137,3.694480732,96.30551927,Healthcare,2,0
18106,1080,17026,5.964873523,94.03512648,Housing,3,3
243455,54577,188878,22.41769526,77.58230474,Entertainment,0,0
110474,10280,100194,9.305356917,90.69464308,Transportation,4,2
76543,1591,74952,2.078570215,97.92142978,Transportation,4,4
40712,8935,31777,21.94684614,78.05315386,Food,1,1
11902,3599,8303,30.23861536,69.76138464,Housing,3,3
17832,6787,11045,38.06078959,61.93921041,Housing,3,3
67150,25304,41846,37.6827997,62.3172003,Transportation,4,4
176737,67702,109035,38.30663641,61.69336359,Healthcare,2,0
123967,52322,71645,42.20639364,57.79360636,Healthcare,2,2
152776,34325,118451,22.46753417,77.53246583,Healthcare,2,0
222803,46544,176259,20.89020345,79.10979655,Entertainment,0,0
32068,71,31997,0.221404515,99.77859548,Food,1,1
188834,39115,149719,20.71396041,79.28603959,Entertainment,0,0
35172,9226,25946,26.23109291,73.76890709,Food,1,1
106165,7833,98332,7.378137804,92.6218622,Transportation,4,2
155882,43816,112066,28.108441,71.891559,Healthcare,2,0
56267,2044,54223,3.632679901,96.3673201,Food,1,4
68869,32339,36530,46.95726669,53.04273331,Transportation,4,4
38288,17210,21078,44.94880903,55.05119097,Food,1,1
134303,7691,126612,5.726603278,94.27339672,Healthcare,2,2
78380,37033,41347,47.24802245,52.75197755,Transportation,4,4
10717,560,10157,5.225342913,94.77465709,Housing,3,3
31586,17286,14300,54.72677769,45.27322231,Food,1,1
134160,61427,72733,45.78637448,54.21362552,Healthcare,2,2
160652,1564,159088,0.973532854,99.02646715,Healthcare,2,0
14727,4234,10493,28.74991512,71.25008488,Housing,3,3
38024,14907,23117,39.20418683,60.79581317,Food,1,1
37760,3433,34327,9.091631356,90.90836864,Food,1,1
178972,21199,157773,11.84486959,88.15513041,Healthcare,2,0
42291,13633,28658,32.23617318,67.76382682,Food,1,1
37039,19562,17477,52.81460083,47.18539917,Food,1,1
68287,10343,57944,15.14636754,84.85363246,Transportation,4,4
85076,39509,45567,46.43965396,53.56034604,Transportation,4,4
18020,584,17436,3.240843507,96.75915649,Housing,3,3
135267,27379,107888,20.24070912,79.75929088,Healthcare,2,2
30199,4737,25462,15.68594987,84.31405013,Food,1,1
85501,9119,76382,10.66537233,89.33462767,Transportation,4,4
51836,21869,29967,42.1888263,57.8111737,Food,1,4
242558,43088,199470,17.76399871,82.23600129,Entertainment,0,0
171160,26949,144211,15.74491704,84.25508296,Healthcare,2,0
82589,35091,47498,42.48870915,57.51129085,Transportation,4,4
17447,5146,12301,29.49504213,70.50495787,Housing,3,3
82761,10152,72609,12.26664733,87.73335267,Transportation,4,4
26104,11844,14260,45.37235673,54.62764327,Housing,3,1
51285,17593,33692,34.3043775,65.6956225,Food,1,4
18936,6962,11974,36.76594846,63.23405154,Housing,3,3
17524,1481,16043,8.451266834,91.54873317,Housing,3,3
48503,4876,43627,10.05298641,89.94701359,Food,1,4
232905,14603,218302,6.269938387,93.73006161,Entertainment,0,0
27056,4050,23006,14.96895328,85.03104672,Housing,3,1
70530,1469,69061,2.082801645,97.91719836,Transportation,4,4
81648,34140,47508,41.81363904,58.18636096,Transportation,4,4
15873,6270,9603,39.5010395,60.4989605,Housing,3,3
77842,14628,63214,18.79191182,81.20808818,Transportation,4,4
107188,63420,43768,59.16707094,40.83292906,Transportation,4,4
35375,7363,28012,20.81413428,79.18586572,Food,1,1
42101,10863,31238,25.80223748,74.19776252,Food,1,1
67039,8451,58588,12.60609496,87.39390504,Transportation,4,4
51411,8724,42687,16.96913112,83.03086888,Food,1,4
178364,50674,127690,28.41044157,71.58955843,Healthcare,2,0
82397,26979,55418,32.74269694,67.25730306,Transportation,4,4
141256,5712,135544,4.043722037,95.95627796,Healthcare,2,2
111416,55225,56191,49.56648955,50.43351045,Transportation,4,4
117235,69851,47384,59.58203608,40.41796392,Transportation,4,4
219988,4775,215213,2.17057294,97.82942706,Entertainment,0,0
38862,11978,26884,30.82188256,69.17811744,Food,1,1
18367,1403,16964,7.638699842,92.36130016,Housing,3,3
219756,57890,161866,26.34285298,73.65714702,Entertainment,0,0
14635,7452,7183,50.91902972,49.08097028,Housing,3,3
10855,4712,6143,43.40856748,56.59143252,Housing,3,3
43908,4994,38914,11.37378154,88.62621846,Food,1,1
53446,11418,42028,21.36361935,78.63638065,Food,1,4
123085,23125,99960,18.78782955,81.21217045,Healthcare,2,2
74337,32762,41575,44.07226549,55.92773451,Transportation,4,4
232466,1469,230997,0.631920367,99.36807963,Entertainment,0,0
115220,43861,71359,38.06717584,61.93282416,Transportation,4,2
96283,51234,45049,53.2118858,46.7881142,Transportation,4,4
167848,21633,146215,12.88844669,87.11155331,Healthcare,2,0
227142,61508,165634,27.0790959,72.9209041,Entertainment,0,0
103842,10123,93719,9.748464013,90.25153599,Transportation,4,2
217269,28773,188496,13.24303053,86.75696947,Entertainment,0,0
124083,27236,96847,21.94982391,78.05017609,Healthcare,2,2
31236,4226,27010,13.52926111,86.47073889,Food,1,1
82693,2456,80237,2.970021646,97.02997835,Transportation,4,4
212712,64503,148209,30.32410019,69.67589981,Entertainment,0,0
156763,16910,139853,10.78698417,89.21301583,Healthcare,2,0
25322,6297,19025,24.86770397,75.13229603,Housing,3,1
149639,33395,116244,22.31704302,77.68295698,Healthcare,2,2
185951,27190,158761,14.62213164,85.37786836,Entertainment,0,0
196985,30625,166360,15.54686905,84.45313095,Entertainment,0,0
26589,4398,22191,16.54067472,83.45932528,Housing,3,1
234152,33065,201087,14.12116916,85.87883084,Entertainment,0,0
16649,7861,8788,47.21604901,52.78395099,Housing,3,3
173046,31331,141715,18.10559042,81.89440958,Healthcare,2,0
172522,44744,127778,25.93524304,74.06475696,Healthcare,2,0
218188,26301,191887,12.05428346,87.94571654,Entertainment,0,0
60860,24641,36219,40.48800526,59.51199474,Transportation,4,4
12654,2213,10441,17.48854117,82.51145883,Housing,3,3
23805,8986,14819,37.74837219,62.25162781,Housing,3,3
128760,25864,102896,20.08698354,79.91301646,Healthcare,2,2
92656,5941,86715,6.411889138,93.58811086,Transportation,4,4
114213,56674,57539,49.62132157,50.37867843,Transportation,4,4
50646,3106,47540,6.13276468,93.86723532,Food,1,4
132984,4691,128293,3.527492029,96.47250797,Healthcare,2,2
40069,17992,22077,44.90254311,55.09745689,Food,1,1
27224,11834,15390,43.46899794,56.53100206,Housing,3,1
241919,3312,238607,1.369053278,98.63094672,Entertainment,0,0
40202,1993,38209,4.957464803,95.0425352,Food,1,1
180217,18870,161347,10.47071031,89.52928969,Entertainment,0,0
206083,59046,147037,28.65156272,71.34843728,Entertainment,0,0
133394,58500,74894,43.85504595,56.14495405,Healthcare,2,2
138846,20244,118602,14.58018236,85.41981764,Healthcare,2,2
98918,46914,52004,47.42716189,52.57283811,Transportation,4,4
109046,10507,98539,9.635383233,90.36461677,Transportation,4,2
47069,19202,27867,40.79542799,59.20457201,Food,1,1
114045,34723,79322,30.44675347,69.55324653,Transportation,4,2
205123,67029,138094,32.67746669,67.32253331,Entertainment,0,0
75686,33445,42241,44.18914991,55.81085009,Transportation,4,4
115984,37588,78396,32.40791833,67.59208167,Transportation,4,2
89004,50693,38311,56.95586715,43.04413285,Transportation,4,4
39928,13500,26428,33.81085955,66.18914045,Food,1,1
82617,32362,50255,39.1711149,60.8288851,Transportation,4,4
88220,16338,71882,18.51961007,81.48038993,Transportation,4,4
114579,30002,84577,26.18455389,73.81544611,Transportation,4,2
20094,3412,16682,16.98019309,83.01980691,Housing,3,3
210249,60595,149654,28.82058892,71.17941108,Entertainment,0,0
189106,36149,152957,19.11573403,80.88426597,Entertainment,0,0
56393,5084,51309,9.015303318,90.98469668,Food,1,4
43246,18631,24615,43.08144106,56.91855894,Food,1,1
58486,28152,30334,48.13459631,51.86540369,Food,1,4
216127,25967,190160,12.01469506,87.98530494,Entertainment,0,0
61709,24636,37073,39.92286376,60.07713624,Transportation,4,4
52878,10946,41932,20.70048035,79.29951965,Food,1,4
15094,4716,10378,31.24420299,68.75579701,Housing,3,3
31056,1844,29212,5.937660999,94.062339,Food,1,1
82182,29298,52884,35.65014237,64.34985763,Transportation,4,4
224968,14750,210218,6.556488034,93.44351197,Entertainment,0,0
229201,54621,174580,23.83104786,76.16895214,Entertainment,0,0
177429,56847,120582,32.03929459,67.96070541,Healthcare,2,0
25735,2185,23550,8.490382747,91.50961725,Housing,3,1
249907,13306,236601,5.32438067,94.67561933,Entertainment,0,0
54826,2733,52093,4.984861197,95.0151388,Food,1,4
27363,12125,15238,44.31166173,55.68833827,Housing,3,1
50141,18155,31986,36.20789374,63.79210626,Food,1,4
153863,30553,123310,19.85727563,80.14272437,Healthcare,2,0
25859,12710,13149,49.15116594,50.84883406,Housing,3,1
228670,39535,189135,17.28910657,82.71089343,Entertainment,0,0
188163,14738,173425,7.832570697,92.1674293,Entertainment,0,0
10881,2328,8553,21.39509236,78.60490764,Housing,3,3
195929,4482,191447,2.287563352,97.71243665,Entertainment,0,0
79617,9450,70167,11.86932439,88.13067561,Transportation,4,4
28568,9253,19315,32.38938673,67.61061327,Housing,3,1
86062,39749,46313,46.18647022,53.81352978,Transportation,4,4
177509,21751,155758,12.2534632,87.7465368,Healthcare,2,0
122881,28585,94296,23.26234324,76.73765676,Healthcare,2,2
13434,6708,6726,49.93300581,50.06699419,Housing,3,3
41987,11448,30539,27.2655822,72.7344178,Food,1,1
157748,69344,88404,43.95871897,56.04128103,Healthcare,2,0
128163,24350,103813,18.99924315,81.00075685,Healthcare,2,2
46953,28023,18930,59.68308734,40.31691266,Food,1,1
119273,39763,79510,33.33780487,66.66219513,Transportation,4,2
232988,49113,183875,21.07962642,78.92037358,Entertainment,0,0
11649,3656,7993,31.38466821,68.61533179,Housing,3,3
127889,22361,105528,17.48469376,82.51530624,Healthcare,2,2
23422,2068,21354,8.829305781,91.17069422,Housing,3,3
32512,5256,27256,16.16633858,83.83366142,Food,1,1
96511,20249,76262,20.98102807,79.01897193,Transportation,4,4
40529,18554,21975,45.77956525,54.22043475,Food,1,1
49194,13963,35231,28.38354271,71.61645729,Food,1,1
21046,7569,13477,35.96407868,64.03592132,Housing,3,3
240658,55132,185526,22.90885821,77.09114179,Entertainment,0,0
240555,28891,211664,12.01014321,87.98985679,Entertainment,0,0
52863,2031,50832,3.842006697,96.1579933,Food,1,4
36537,290,36247,0.793715959,99.20628404,Food,1,1
239494,45889,193605,19.16081405,80.83918595,Entertainment,0,0
26739,11489,15250,42.96720147,57.03279853,Housing,3,1
88092,10039,78053,11.3960405,88.6039595,Transportation,4,4
200743,67611,133132,33.6803774,66.3196226,Entertainment,0,0
33251,1531,31720,4.604372801,95.3956272,Food,1,1
26671,5824,20847,21.83645158,78.16354842,Housing,3,1
193510,26563,166947,13.72693918,86.27306082,Entertainment,0,0
64281,12621,51660,19.6341065,80.3658935,Transportation,4,4
26759,13685,13074,51.14167196,48.85832804,Housing,3,1
95745,39209,56536,40.95148572,59.04851428,Transportation,4,4
87453,30095,57358,34.41277029,65.58722971,Transportation,4,4
147851,39970,107881,27.03397339,72.96602661,Healthcare,2,2
12127,3582,8545,29.53739589,70.46260411,Housing,3,3
10651,1209,9442,11.35104685,88.64895315,Housing,3,3
218244,26296,191948,12.0488994,87.9511006,Entertainment,0,0
130517,66494,64023,50.94661998,49.05338002,Healthcare,2,4
15745,9139,6606,58.04382344,41.95617656,Housing,3,3
130297,63720,66577,48.90365856,51.09634144,Healthcare,2,4
51959,5197,46762,10.00211705,89.99788295,Food,1,4
32143,9018,23125,28.05587531,71.94412469,Food,1,1
47589,21935,25654,46.09258442,53.90741558,Food,1,1
120791,19053,101738,15.77352617,84.22647383,Healthcare,2,2
44994,15328,29666,34.06676446,65.93323554,Food,1,1
156459,3985,152474,2.546993142,97.45300686,Healthcare,2,0
70874,17103,53771,24.13155741,75.86844259,Transportation,4,4
17763,9785,7978,55.08641558,44.91358442,Housing,3,3
59229,17544,41685,29.62062503,70.37937497,Food,1,4
145292,53492,91800,36.81689288,63.18310712,Healthcare,2,2
17065,5746,11319,33.67125696,66.32874304,Housing,3,3
207416,54271,153145,26.16529101,73.83470899,Entertainment,0,0
146196,45461,100735,31.09592602,68.90407398,Healthcare,2,2
10907,205,10702,1.879526909,98.12047309,Housing,3,3
186986,39113,147873,20.9176088,79.0823912,Entertainment,0,0
190785,14951,175834,7.836569961,92.16343004,Entertainment,0,0
162153,43336,118817,26.72537665,73.27462335,Healthcare,2,0
225959,8310,217649,3.677658336,96.32234166,Entertainment,0,0
46944,18299,28645,38.98048739,61.01951261,Food,1,1
243204,64150,179054,26.37703327,73.62296673,Entertainment,0,0
28949,1452,27497,5.015717296,94.9842827,Housing,3,1
45309,4764,40545,10.51446732,89.48553268,Food,1,4
32713,1235,31478,3.775257543,96.22474246,Food,1,1
117862,16959,100903,14.38886155,85.61113845,Transportation,4,2
138548,21388,117160,15.43724918,84.56275082,Healthcare,2,2
44264,21156,23108,47.79504789,52.20495211,Food,1,1
